cluster,player,season,hits,homeruns,age
3,browebo01,1987,79,14,27
3,buechst01,1987,86,13,26
3,bushra01,1987,74,11,29
3,castiju01,1987,72,3,25
3,cruzjo01,1987,88,11,40
3,feldemi01,1987,77,2,26
3,foleyto02,1987,82,5,28
3,grubeke01,1987,80,12,25
3,hatchmi01,1987,81,7,32
3,jacksre01,1987,74,15,41
3,manrifr01,1987,77,4,26
3,mcgrifr01,1987,73,20,24
3,pasquda01,1987,74,17,26
3,penato01,1987,82,5,30
3,pettiga01,1987,82,1,29
3,reynorj01,1987,87,7,28
3,smallro02,1987,85,8,35
3,speiech01,1987,79,11,37
3,tollewa01,1987,77,1,32
3,washicl01,1987,87,9,33
3,winnihe01,1987,83,4,26
3,youngmi01,1987,87,16,27
3,bergmda01,1988,85,5,35
3,bradlsc01,1988,86,4,28
3,brockgr01,1988,77,6,31
3,elsteke01,1988,87,9,24
3,espyce01,1988,86,2,25
3,hamilje01,1988,73,6,24
3,hassero01,1988,83,7,35
3,hubbagl01,1988,75,3,31
3,manrifr01,1988,81,5,27
3,martica01,1988,86,18,28
3,meyerjo01,1988,86,11,26
3,reynorj01,1988,80,6,29
3,riverlu01,1988,83,4,24
3,sheripa01,1988,88,11,31
3,trabeji01,1988,78,10,27
3,treadje01,1988,76,2,25
3,virgioz02,1988,82,9,32
3,wynnema01,1988,88,11,29
3,allanan01,1989,75,3,28
3,balbost01,1989,71,17,32
3,bradlsc01,1989,74,3,29
3,ceronri01,1989,72,4,35
3,cottohe01,1989,78,9,28
3,daultda01,1989,74,8,27
3,feldemi01,1989,76,3,28
3,foleyto02,1989,86,7,30
3,javiest01,1989,77,1,25
3,kennete02,1989,85,5,33
3,kunkeje01,1989,79,8,27
3,lynnfr01,1989,85,11,37
3,maldoca01,1989,75,9,29
3,oestero01,1989,75,1,33
3,rileser01,1989,84,7,29
3,ripkebi01,1989,76,2,25
3,roomero01,1989,83,7,27
3,sheetla01,1989,74,7,30
3,vizquom01,1989,85,1,22
3,wynnema01,1989,74,6,30
3,baergca01,1990,81,7,22
3,brilegr01,1990,83,5,25
3,candaca01,1990,75,3,29
3,devermi01,1990,88,12,27
3,fitzgmi02,1990,76,9,30
3,gallemi01,1990,80,3,30
3,howelja02,1990,72,8,29
3,javiest01,1990,84,3,26
3,kennete02,1990,84,2,34
3,lemonch01,1990,83,5,35
3,mcdowod01,1990,74,7,28
3,obriepe03,1990,82,5,32
3,olivejo01,1990,84,8,25
3,olsongr02,1990,78,7,30
3,petrage01,1990,83,0,31
3,riverlu01,1990,78,7,26
3,sassema01,1990,83,6,28
3,smithdw01,1990,76,6,27
3,vaughgr01,1990,84,17,25
3,wardga01,1990,79,9,37
3,basske01,1991,84,10,32
3,brookhu01,1991,85,16,35
3,clarkje01,1991,84,10,28
3,deerro01,1991,80,25,31
3,duncama01,1991,86,12,28
3,elsteke01,1991,84,6,27
3,evansdw01,1991,73,6,40
3,galaran01,1991,82,9,30
3,griffal01,1991,85,0,34
3,hoilech01,1991,83,11,26
3,hornsa01,1991,74,23,28
3,jordari02,1991,82,9,26
3,myersgr01,1991,81,8,25
3,salazlu01,1991,86,14,35
3,shumpte01,1991,80,5,25
3,stubbfr01,1991,77,11,31
3,amaroru02,1992,82,7,27
3,blankla02,1992,84,3,29
3,bostoda01,1992,72,11,29
3,carrema01,1992,78,10,29
3,cottohe01,1992,76,5,31
3,hanseda01,1992,73,6,24
3,hundlto01,1992,75,7,23
3,husonje01,1992,83,4,28
3,jacobbr01,1992,76,4,33
3,johnsho01,1992,78,7,32
3,karkoro01,1992,81,13,29
3,kellypa03,1992,72,7,25
3,larkige01,1992,83,6,30
3,lewisda01,1992,74,1,25
3,manwaki01,1992,85,4,27
3,obriepe03,1992,88,14,34
3,plantph01,1992,86,7,23
3,ripkebi01,1992,76,4,28
3,schofdi02,1992,86,4,30
3,sciosmi01,1992,77,3,34
3,stillku01,1992,86,2,27
3,vaughmo01,1992,83,13,25
3,wilkecu01,1992,74,2,31
3,berryda01,1993,82,8,30
3,berryse01,1993,78,14,27
3,bostoda01,1993,76,14,30
3,breamsi01,1993,72,9,33
3,brumfja01,1993,73,6,28
3,castivi02,1993,86,9,26
3,clarkda05,1993,75,11,31
3,clarkph02,1993,75,9,25
3,daviser01,1993,88,14,31
3,espinal01,1993,73,4,31
3,gonzare01,1993,84,2,33
3,gwynnch01,1993,86,1,29
3,hendeda01,1993,84,20,35
3,mcreyke01,1993,86,11,34
3,munozpe01,1993,76,13,25
3,myersgr01,1993,74,7,27
3,nilssda01,1993,76,7,24
3,owensp01,1993,78,2,32
3,paquecr01,1993,86,12,24
3,quintca01,1993,74,1,28
3,spierbi01,1993,81,2,27
3,abbotku01,1994,86,9,25
3,ausmubr01,1994,82,7,25
3,benzito01,1994,87,9,31
3,buechst01,1994,82,14,33
3,rodrihe02,1994,82,8,27
3,tettlmi01,1994,84,17,34
3,wardtu01,1994,85,9,29
3,basske01,1995,72,5,36
3,batesja01,1995,86,8,24
3,bransje01,1995,86,12,28
3,burksel01,1995,74,14,31
3,cedenan01,1995,82,6,26
3,coopesc01,1995,86,3,28
3,crometr01,1995,78,5,28
3,easleda01,1995,77,4,26
3,flahejo01,1995,86,11,28
3,howarth01,1995,85,3,31
3,hulseda01,1995,85,3,27
3,karkoro01,1995,70,13,32
3,liriane01,1995,74,5,31
3,listapa01,1995,73,0,28
3,macfami01,1995,82,15,31
3,maynebr01,1995,77,1,27
3,moutoja01,1995,78,4,27
3,nunnajo01,1995,74,14,24
3,orsuljo01,1995,82,1,33
3,sorrepa01,1995,76,25,30
3,valenjo03,1995,74,11,26
3,vinafe01,1995,74,3,26
3,abbotku01,1996,81,8,27
3,andresh01,1996,85,19,25
3,aurilri01,1996,76,3,25
3,bransje01,1996,76,9,29
3,devermi01,1996,74,8,33
3,gomezle02,1996,86,17,30
3,greenwi01,1996,70,19,25
3,harrile01,1996,86,5,32
3,hernajo01,1996,80,10,27
3,herrejo02,1996,86,6,24
3,johnsch04,1996,84,13,25
3,karkoro01,1996,78,10,33
3,lewisda01,1996,77,4,29
3,mccraqu01,1996,82,3,26
3,moutoja01,1996,79,3,28
3,obriech01,1996,77,13,36
3,tuckemi01,1996,88,12,25
3,buforda01,1997,82,8,27
3,casanra01,1997,74,5,25
3,eisenji01,1997,82,2,38
3,garcica01,1997,77,3,30
3,gutieri01,1997,79,3,27
3,hamelbo01,1997,86,18,30
3,hollato01,1997,73,4,24
3,lemkema01,1997,86,2,32
3,magadda01,1997,82,4,35
3,manwaki01,1997,76,1,32
3,mathemi01,1997,78,4,27
3,nieveme01,1997,82,20,26
3,ordonre01,1997,77,1,26
3,perezed01,1997,75,16,28
3,santafp01,1997,87,5,30
3,strando01,1997,84,12,33
3,sveumda01,1997,80,12,34
3,vaughgr01,1997,78,18,32
3,youngdm01,1997,86,5,24
3,batisto01,1998,80,18,25
3,blausje01,1998,79,4,33
3,camermi01,1998,83,8,25
3,collilo01,1998,82,2,25
3,counscr01,1998,84,4,28
3,garcika01,1998,74,9,23
3,gatesbr01,1998,83,3,28
3,grebecr01,1998,77,2,34
3,hinchaj01,1998,78,9,24
3,hollida01,1998,88,11,32
3,johnsch04,1998,75,12,27
3,mathemi01,1998,76,6,28
3,nilssda01,1998,83,12,29
3,nortogr01,1998,71,9,26
3,reedje02,1998,75,9,36
3,santafp01,1998,82,4,31
3,servasc01,1998,72,7,31
3,strawda01,1998,73,24,36
3,suttola01,1998,76,5,28
3,tejadmi01,1998,85,11,24
3,walbema01,1998,87,6,29
3,wardtu01,1998,74,9,33
3,willige02,1998,81,10,32
3,agbaybe01,1999,79,14,28
3,bogarti01,1999,74,4,33
3,brownbr01,1999,79,16,28
3,catalfr01,1999,79,11,25
3,chaveer01,1999,88,13,22
3,cruzjo02,1999,84,14,25
3,gatesbr01,1999,78,3,29
3,hammoje01,1999,73,17,28
3,hidalri01,1999,87,15,24
3,hundlto01,1999,78,24,30
3,jacksda04,1999,87,9,26
3,joynewa01,1999,80,5,37
3,kreutch01,1999,73,5,35
3,martima02,1999,81,2,29
3,mientdo01,1999,75,2,25
3,ochoaal01,1999,83,8,27
3,perezed02,1999,77,7,31
3,riverru01,1999,80,23,26
3,santibe01,1999,87,7,34
3,tuckemi01,1999,75,11,28
3,catalfr01,2000,82,10,26
3,coraal01,2000,84,4,25
3,estalbo02,2000,70,14,26
3,gilbe01,2000,72,6,28
3,gonzaal02,2000,77,7,23
3,guerrwi01,2000,77,2,26
3,guilljo01,2000,80,10,24
3,houstty01,2000,71,18,29
3,jordake01,2000,74,5,31
3,lockhke01,2000,73,2,36
3,mccarda01,2000,75,12,31
3,ochoaal01,2000,77,13,28
3,palmeor01,2000,73,0,31
3,sandere02,2000,79,11,33
3,spiezsc01,2000,72,17,28
3,tuckemi01,2000,72,15,29
3,anderbr01,2001,87,8,37
3,bergepe01,2001,79,3,24
3,branyru01,2001,73,20,26
3,cabrejo02,2001,75,1,29
3,coxst01,2001,88,12,27
3,darrmi02,2001,80,2,25
3,gilbe01,2001,77,8,29
3,henderi01,2001,86,8,43
3,hockide01,2001,82,3,31
3,ibanera01,2001,78,13,29
3,larueja01,2001,86,12,27
3,mathemi01,2001,83,7,31
3,mcewijo01,2001,80,8,29
3,murraca01,2001,80,6,30
3,nunezab01,2001,79,1,25
3,oleartr01,2001,82,13,32
3,stairma01,2001,85,17,33
3,bordimi01,2002,85,8,37
3,claytro01,2002,86,7,32
3,coraal01,2002,75,5,27
3,febleca01,2002,86,4,26
3,frymatr01,2002,86,11,33
3,galaran01,2002,76,9,41
3,gantro01,2002,81,18,37
3,gracema01,2002,75,7,38
3,kieltbo01,2002,84,12,26
3,larueja01,2002,88,12,28
3,lopezja01,2002,81,11,32
3,mathemi01,2002,77,3,32
3,maynebr01,2002,77,4,34
3,merceor01,2002,72,6,36
3,milleda02,2002,74,11,33
3,palmeor01,2002,79,0,33
3,rowanaa01,2002,78,7,25
3,sandbja01,2002,82,18,24
3,shinjts01,2002,86,9,30
3,tatisfe01,2002,87,15,27
3,taylore01,2002,73,9,25
3,calloro01,2003,81,9,27
3,castrju01,2003,81,9,31
3,clarkbr02,2003,86,6,30
3,diazei01,2003,86,4,31
3,drewjd01,2003,83,15,28
3,galaran01,2003,82,12,42
3,haltesh01,2003,78,12,34
3,johnsch04,2003,82,20,32
3,larueja01,2003,87,16,29
3,martira03,2003,83,3,31
3,matthga02,2003,83,4,29
3,milleda02,2003,82,9,34
3,mohrdu01,2003,87,10,27
3,nunezab01,2003,77,4,27
3,olivomi01,2003,75,6,25
3,palmeor01,2003,86,3,34
3,perezed01,2003,72,11,34
3,perezne01,2003,84,1,30
3,perezto03,2003,79,5,30
3,phillbr01,2003,77,6,22
3,schnebr01,2003,77,9,27
3,singlch01,2003,75,1,31
3,vandejo02,2003,84,14,37
3,wilsocr03,2003,81,18,27
3,blumge01,2004,73,8,31
3,byrdma01,2004,79,5,27
3,castrju01,2004,73,5,32
3,davanje02,2004,79,7,31
3,delluda01,2004,80,17,31
3,derosma01,2004,74,3,29
3,gloadro01,2004,75,7,28
3,hairssc01,2004,84,13,24
3,johnsch04,2004,72,13,33
3,kaplega01,2004,79,6,29
3,lambmi01,2004,80,14,29
3,longte01,2004,85,3,28
3,michaja01,2004,82,10,28
3,mohrdu01,2004,72,7,28
3,perezne01,2004,74,2,31
3,perezti01,2004,72,5,29
3,phillja04,2004,79,7,28
3,relafde01,2004,84,6,31
3,rivaslu01,2004,86,10,25
3,sierrru01,2004,75,17,39
3,spiezsc01,2004,79,10,32
3,valener01,2004,72,13,27
3,wilsoda01,2004,80,2,35
3,zeileto01,2004,81,9,39
3,betemwi01,2005,75,4,24
3,burkech01,2005,79,5,25
3,cairomi01,2005,82,2,31
3,carroja01,2005,76,0,31
3,choihe01,2005,81,15,26
3,churcry01,2005,77,9,27
3,greenni01,2005,76,5,27
3,hawpebr01,2005,80,9,26
3,hollida02,2005,85,13,31
3,lambmi01,2005,76,12,30
3,langery01,2005,87,8,25
3,lecroma01,2005,79,17,30
3,loganno01,2005,83,1,26
3,martiti02,2005,73,17,38
3,nadyxa01,2005,85,13,27
3,niekrla01,2005,70,12,26
3,redmati01,2005,80,2,28
3,saenzol01,2005,84,15,35
3,sosasa01,2005,84,14,37
3,werthja01,2005,79,7,26
3,womacto01,2005,82,0,36
3,anderbr03,2006,82,8,24
3,burnije01,2006,72,16,37
3,cirilje01,2006,84,3,37
3,delluda01,2006,77,13,33
3,gomesjo01,2006,83,20,26
3,helmswe01,2006,79,10,30
3,hollida02,2006,76,15,32
3,langery01,2006,76,7,26
3,leetr01,2006,77,11,31
3,mackoro01,2006,74,5,30
3,milleda02,2006,83,6,37
3,spiezsc01,2006,75,13,34
3,tagucso01,2006,84,2,37
3,varitja01,2006,87,12,34
3,ausmubr01,2007,82,3,38
3,blumge01,2007,83,5,34
3,buckjo01,2007,77,18,27
3,burkech01,2007,73,6,27
3,catalfr01,2007,86,11,33
3,floydcl01,2007,80,9,35
3,gomesjo01,2007,85,17,27
3,gutiefr01,2007,72,13,24
3,loganno01,2007,86,0,28
3,ludwiry01,2007,81,14,29
3,mcdonjo03,2007,82,1,33
3,mclouna01,2007,85,13,26
3,menchke01,2007,77,8,29
3,michaja01,2007,72,7,31
3,snydech02,2007,82,13,26
3,wilkebr01,2007,79,20,30
3,zaungr01,2007,80,10,36
3,amezaal01,2008,82,3,30
3,bakerje03,2008,80,12,27
3,barajro01,2008,87,11,33
3,bautijo02,2008,76,12,28
3,blumge01,2008,78,14,35
3,bowkejo01,2008,83,10,25
3,buckjo01,2008,83,9,28
3,delluda01,2008,80,11,35
3,easleda01,2008,85,6,39
3,fontemi01,2008,74,9,28
3,greenkh01,2008,83,10,29
3,grossga01,2008,73,13,29
3,hairssc01,2008,81,17,28
3,ingebr01,2008,71,11,31
3,jenkige01,2008,72,9,34
3,johjike01,2008,86,7,32
3,lopezfe01,2008,76,2,28
3,loretma01,2008,73,4,37
3,mientdo01,2008,79,2,34
3,patteco01,2008,75,10,29
3,paytoja01,2008,82,7,36
3,schnebr01,2008,86,9,32
3,snydech02,2008,79,16,27
3,stairma01,2008,80,11,40
3,thamema01,2008,76,25,31
3,uribeju01,2008,80,7,29
3,vazqura01,2008,87,6,32
3,ankieri01,2009,86,11,30
3,atkinga01,2009,80,9,30
3,aybarwi01,2009,75,12,26
3,bautijo02,2009,79,13,29
3,bruceja01,2009,77,22,22
3,everead01,2009,82,3,32
3,gomezca01,2009,72,3,24
3,gonzaal03,2009,77,1,26
3,griffke02,2009,83,19,40
3,harriwi01,2009,76,7,31
3,ishiktr01,2009,85,9,26
3,keppije01,2009,78,7,29
3,lewisfr02,2009,76,4,29
3,maiermi01,2009,83,3,27
3,matthga02,2009,79,4,35
3,navardi01,2009,82,8,25
3,nixla01,2009,74,15,29
3,puntoni01,2009,82,1,32
3,raburry01,2009,76,16,28
3,roberry01,2009,85,7,29
3,ruizca01,2009,82,9,30
3,schiena01,2009,76,5,25
3,sheffga01,2009,74,10,41
3,sotoge01,2009,72,11,26
3,spilbry01,2009,85,8,30
3,varitja01,2009,76,14,37
3,brignre01,2010,77,8,24
3,hallbi03,2010,85,18,31
3,hinsker01,2010,72,11,33
3,jayjo02,2010,86,4,25
3,kennead01,2010,85,3,34
3,kotsama01,2010,78,8,35
3,laporma01,2010,83,12,25
3,lopezfe01,2010,87,7,30
3,mcdonda02,2010,86,9,32
3,nadyxa01,2010,81,6,32
3,rodrise01,2010,86,9,25
3,rowanaa01,2010,76,11,33
3,santira01,2010,84,3,31
3,thomeji01,2010,78,25,40
3,valdewi01,2010,86,4,32
3,wilsojo03,2010,82,2,29
3,denorch01,2011,85,5,31
3,descada01,2011,86,1,25
3,fuldsa01,2011,74,3,30
3,gwynnto02,2011,80,2,29
3,hannaja01,2011,80,8,31
3,heisech01,2011,71,18,27
3,iannech01,2011,82,14,28
3,jacksco01,2011,83,4,29
3,johnsre02,2011,76,5,35
3,laporma01,2011,87,11,26
3,maybejo02,2011,73,15,28
3,nixla01,2011,81,16,31
3,nunezed02,2011,82,5,24
3,overbly01,2011,80,8,34
3,posadjo01,2011,81,14,40
3,rodrise01,2011,83,8,26
3,rowanaa01,2011,77,4,34
3,saltaja01,2011,84,16,26
3,torrean02,2011,77,4,33
3,wallabr01,2011,87,5,25
3,andinro01,2012,81,7,28
3,arencjp01,2012,81,18,26
3,ariasjo01,2012,86,5,28
3,bogusbr01,2012,72,7,28
3,carpema01,2012,87,6,27
3,chaveer01,2012,78,16,35
3,descada01,2012,85,4,26
3,dysonja01,2012,76,0,28
3,gentrcr01,2012,73,1,29
3,guzmaje01,2012,71,9,28
3,izturma01,2012,74,2,32
3,jasojo01,2012,81,10,29
3,johnsel02,2012,72,6,28
3,loneyja01,2012,85,4,28
3,maxweju01,2012,72,18,29
3,napolmi01,2012,80,24,31
3,preslal01,2012,82,10,27
3,riverju01,2012,76,9,34
3,ryanbr01,2012,79,3,30
3,schumsk01,2012,75,1,32
3,tabatjo01,2012,81,3,24
3,tholejo01,2012,75,1,26
3,torrean02,2012,86,3,34
3,wiggity01,2012,74,11,35
3,youngch04,2012,75,14,29
3,adamsma01,2013,84,17,25
3,amarial01,2013,87,5,24
3,avilaal01,2013,75,11,26
3,betanyu01,2013,83,13,31
3,buckjo01,2013,79,15,33
3,davisra01,2013,86,6,33
3,descada01,2013,78,5,27
3,dudalu01,2013,71,15,27
3,frankni01,2013,83,12,22
3,gomesjo01,2013,77,13,33
3,hundlni01,2013,87,13,30
3,iannech01,2013,73,11,30
3,izturma01,2013,86,5,33
3,johnske05,2013,86,16,31
3,lombast02,2013,75,2,25
3,maybejo02,2013,80,11,30
3,mesorde01,2013,77,9,25
3,pierrju01,2013,76,1,36
3,puntoni01,2013,75,2,36
3,reddijo01,2013,87,12,26
3,schumsk01,2013,84,2,33
3,tabatjo01,2013,87,6,25
3,ugglada01,2013,80,22,33
3,uptonbj01,2013,72,9,29
3,valbulu01,2013,72,12,28
3,weeksri01,2013,73,10,31
3,willijo03,2013,81,14,34
3,avilaal01,2014,85,11,27
3,avilemi01,2014,85,5,33
3,barnebr02,2014,75,8,28
3,beckhgo01,2014,86,7,28
3,bradlja02,2014,76,1,24
3,davisik02,2014,79,10,27
3,dunnad01,2014,80,20,35
3,espinda01,2014,73,8,27
3,ethiean01,2014,85,4,32
3,gonzama01,2014,79,6,25
3,grandya01,2014,85,15,26
3,grossro01,2014,84,6,25
3,gyorkje01,2014,84,10,26
3,iannech01,2014,77,7,31
3,jonesja06,2014,78,0,26
3,kiermke01,2014,87,10,24
3,ludwiry01,2014,87,9,36
3,millebr02,2014,81,10,25
3,rasmuco01,2014,78,18,28
3,reynoma01,2014,74,22,31
3,riverre01,2014,74,11,31
3,rutlejo01,2014,83,4,25
3,saltaja01,2014,82,11,29
3,snidetr01,2014,85,13,26
3,solando01,2014,78,3,27
3,tejadru01,2014,84,5,25
7,ashbyal01,1980,90,3,29
7,benedbr01,1980,91,2,25
7,cashda01,1980,90,1,32
7,cruzju01,1980,88,2,26
7,davisdi02,1980,99,4,27
7,dempsri01,1980,95,9,31
7,guerrma01,1980,91,2,31
7,hoffmgl01,1980,89,4,22
7,howear01,1980,91,10,34
7,kenneju01,1980,88,1,30
7,lacyle01,1980,93,7,32
7,landera01,1980,97,1,27
7,lawru01,1980,101,1,24
7,lemasjo01,1980,87,3,26
7,maddoel01,1980,101,4,33
7,maymi01,1980,93,6,30
7,molinbo01,1980,100,5,30
7,moorech02,1980,93,2,27
7,mosebll01,1980,89,9,21
7,otisam01,1980,99,10,33
7,otted01,1980,102,8,29
7,pinielo01,1980,92,2,37
7,roberle01,1980,94,10,29
7,roystje01,1980,95,1,28
7,simpsjo01,1980,91,3,29
7,smithlo01,1980,101,3,25
7,speiech01,1980,103,1,30
7,squirmi01,1980,97,2,28
7,staubru01,1980,102,9,36
7,stennre01,1980,97,2,29
7,trevial01,1980,91,0,23
7,vailmi01,1980,93,6,29
7,veryzto01,1980,97,2,27
7,whitfte01,1980,95,4,27
7,bowala01,1981,102,0,36
7,castijo01,1981,102,6,27
7,evansda01,1981,92,12,34
7,gantnji01,1981,94,2,28
7,jonesru01,1981,99,4,26
7,knighra01,1981,100,6,29
7,manniri01,1981,88,4,27
7,mosebll01,1981,88,9,22
7,oestero01,1981,96,5,25
7,smithoz01,1981,100,0,27
7,sundbji01,1981,94,3,30
7,trammal01,1981,101,2,23
7,whitalo01,1981,88,5,24
7,willsbu01,1981,103,2,29
7,bannial01,1982,93,4,31
7,benedbr01,1982,95,3,27
7,brookto01,1982,92,9,29
7,castijo01,1982,99,6,28
7,collida02,1982,88,3,30
7,dempsri01,1982,88,5,33
7,dernibo01,1982,92,4,25
7,dilonmi01,1982,89,3,28
7,flannti01,1982,100,0,25
7,fordda01,1982,99,10,30
7,gardero01,1982,92,3,25
7,grosswa01,1982,97,9,30
7,hoffmgl01,1982,98,7,24
7,housepa02,1982,88,9,24
7,lawva01,1982,101,5,26
7,lemasjo01,1982,94,2,28
7,meyerda01,1982,92,8,30
7,perkibr01,1982,94,2,28
7,richami01,1982,97,3,24
7,sakatle01,1982,89,6,28
7,trevial01,1982,89,1,25
7,valenel01,1982,97,8,28
7,vukovge01,1982,91,6,26
7,bannial01,1983,100,5,32
7,bushra01,1983,93,11,25
7,cromawa01,1983,100,3,30
7,dentbu01,1983,99,2,32
7,gilesbr01,1983,98,2,23
7,hassero01,1983,92,6,30
7,hayesvo01,1983,93,6,25
7,housepa02,1983,97,6,25
7,iorgga01,1983,103,2,29
7,kempst01,1983,90,12,29
7,lacyle01,1983,87,4,35
7,lawva01,1983,99,4,27
7,littlbr01,1983,91,1,24
7,mullira01,1983,100,10,27
7,phillto02,1983,102,4,24
7,sheripa01,1983,90,7,26
7,wynnema01,1983,89,7,24
7,yastrca01,1983,101,10,44
7,anderda02,1984,94,3,24
7,bernato01,1984,97,2,28
7,berrada01,1984,100,9,28
7,bonneba01,1984,96,8,31
7,boonebo01,1984,91,3,37
7,bowala01,1984,87,0,39
7,bradlph01,1984,97,0,25
7,bumbral01,1984,93,3,37
7,chambch01,1984,100,9,36
7,cruzju01,1984,92,5,30
7,dauerri01,1984,101,2,32
7,davismi02,1984,88,9,25
7,fitzgmi02,1984,87,2,24
7,flynndo01,1984,89,0,33
7,garbeba01,1984,94,5,28
7,griffal01,1984,101,4,27
7,hargrmi01,1984,94,2,35
7,hubbagl01,1984,93,9,27
7,kearnbo01,1984,97,7,28
7,lemasjo01,1984,98,4,30
7,madlobi01,1984,102,4,33
7,mcraeha01,1984,96,3,39
7,morenom01,1984,92,4,32
7,morgajo02,1984,89,6,41
7,pacioto01,1984,93,4,38
7,perryge01,1984,92,7,24
7,pettiga01,1984,90,2,26
7,porteda02,1984,98,11,32
7,redusga01,1984,100,7,28
7,rivermi01,1984,94,4,36
7,romered01,1984,90,1,27
7,sciosmi01,1984,93,5,26
7,sundbji01,1984,91,7,33
7,vanslan01,1984,88,7,24
7,wrighge03,1984,93,9,26
7,bailema01,1985,88,10,24
7,collida02,1985,95,4,33
7,dempsri01,1985,92,12,36
7,hubbagl01,1985,102,5,28
7,iorgga01,1985,90,7,31
7,johnsho01,1985,94,11,25
7,lawru01,1985,101,4,29
7,lyonsst01,1985,98,5,25
7,madlobi01,1985,100,10,34
7,oglivbe01,1985,99,10,36
7,owensp01,1985,91,6,24
7,reynocr01,1985,103,4,33
7,schofdi02,1985,96,8,23
7,slaugdo01,1985,96,8,27
7,sundbji01,1985,90,10,34
7,tollewa01,1985,101,1,30
7,trillma01,1985,101,3,35
7,wallide01,1985,93,7,31
7,wilkecu01,1985,88,0,24
7,boonebo01,1986,98,7,39
7,bushra01,1986,96,7,28
7,cangejo01,1986,103,2,23
7,duncama01,1986,93,8,23
7,flannti01,1986,103,3,29
7,gladdda01,1986,97,4,29
7,hatchmi01,1986,88,3,31
7,hilldo01,1986,96,4,26
7,hubbagl01,1986,94,4,29
7,jeltzst01,1986,96,0,27
7,mitchke01,1986,91,12,24
7,mosesjo01,1986,102,3,29
7,mullira01,1986,90,11,30
7,mumphje01,1986,94,5,34
7,oglivbe01,1986,98,5,37
7,orsuljo01,1986,100,2,24
7,ortajo01,1986,93,9,36
7,owensp01,1986,99,0,25
7,reynoha01,1986,99,1,26
7,sciosmi01,1986,94,5,28
7,shelbjo01,1986,92,11,28
7,sundbji01,1986,91,12,35
7,uribejo01,1986,101,3,27
7,youngmi01,1986,93,9,26
7,boonebo01,1987,94,3,40
7,bradlsc01,1987,95,5,27
7,conceda01,1987,89,1,39
7,hilldo01,1987,98,9,27
7,jeffest01,1987,97,8,25
7,kingemi01,1987,99,9,26
7,lavalmi01,1987,102,1,27
7,mclemma01,1987,102,3,23
7,mosesjo01,1987,96,3,30
7,phillto02,1987,91,10,28
7,reynocr01,1987,95,4,35
7,stillku01,1987,102,4,22
7,wallide01,1987,92,5,33
7,cottohe01,1988,100,8,27
7,foleyto02,1988,100,5,29
7,hayesvo01,1988,100,6,30
7,jamesdi01,1988,99,3,26
7,javiest01,1988,102,2,24
7,krukjo01,1988,91,9,27
7,lavalmi01,1988,92,2,28
7,magadda01,1988,87,1,26
7,pendlte01,1988,99,6,28
7,petrage01,1988,99,7,29
7,pettiga01,1988,96,3,30
7,randowi01,1988,93,2,34
7,readyra01,1988,88,7,28
7,reedjo01,1988,99,1,26
7,steinte01,1988,93,9,26
7,templga01,1988,90,3,32
7,wilkecu01,1988,99,0,27
7,gallemi01,1989,90,3,29
7,hatchbi01,1989,90,3,29
7,heepda01,1989,96,5,32
7,lawva01,1989,96,7,33
7,lemonch01,1989,98,7,34
7,marshmi02,1989,98,11,29
7,martida01,1989,99,3,25
7,owensp01,1989,102,6,28
7,preslji01,1989,92,12,28
7,puhlte01,1989,96,0,33
7,reynorj01,1989,98,6,30
7,roberbi01,1989,99,3,26
7,sciosmi01,1989,102,10,31
7,slaugdo01,1989,88,5,31
7,spierbi01,1989,88,4,23
7,tablepa01,1989,101,2,31
7,uribejo01,1989,100,1,30
7,wilsogl01,1989,93,9,31
7,wilsowi02,1989,97,3,34
7,backmwa01,1990,92,2,31
7,benzito01,1990,95,5,27
7,brockgr01,1990,91,7,33
7,cottohe01,1990,92,4,29
7,daughja01,1990,93,6,30
7,doranbi02,1990,99,6,32
7,espinal01,1990,98,2,28
7,gagnegr01,1990,91,7,29
7,griffal01,1990,97,1,33
7,hallme01,1990,93,12,30
7,heathmi02,1990,100,7,35
7,hilldo01,1990,93,3,30
7,husonje01,1990,95,0,26
7,josefe01,1990,90,8,25
7,leema02,1990,95,6,25
7,macfami01,1990,102,6,26
7,macksh01,1990,102,8,27
7,mattido01,1990,101,5,29
7,newmaal01,1990,94,0,30
7,paglimi01,1990,101,7,30
7,pasquda01,1990,89,13,29
7,pettiga01,1990,101,3,32
7,santibe01,1990,93,11,25
7,sheetla01,1990,94,10,31
7,spierbi01,1990,88,2,24
7,steinte01,1990,95,9,28
7,thompmi02,1990,91,6,31
7,uribejo01,1990,103,1,31
7,waltoje01,1990,103,2,25
7,whitede03,1990,96,11,28
7,wilsogl01,1990,90,10,32
7,wilsowi02,1990,89,2,35
7,worthcr01,1990,96,8,25
7,bellira01,1991,88,0,30
7,blausje01,1991,91,11,26
7,brilegr01,1991,99,2,26
7,doranbi02,1991,101,6,33
7,feldemi01,1991,92,0,30
7,lavalmi01,1991,97,3,31
7,olsongr02,1991,99,6,31
7,oquenjo01,1991,88,1,28
7,paglimi01,1991,102,6,31
7,schofdi02,1991,96,0,29
7,sciosmi01,1991,91,8,33
7,smithlo01,1991,97,7,36
7,sojolu01,1991,94,3,26
7,stillku01,1991,102,6,26
7,thompmi02,1991,100,6,32
7,trammal01,1991,93,9,33
